"ligand","receptor","prob","ligand_confidence","receptor_confidence","combined_confidence","final_score"
"Gja3","Gja3",0,0.679505084896054,0.679505084896054,0.679505084896054,0
"Gja4","Gja4",0,0.648234312690977,0.648234312690977,0.648234312690977,0
"Gja5","Gja5",0,0.707174023604864,0.707174023604864,0.707174023604864,0
"Gja6","Gja6",0,0.665,0.665,0.665,0
"Gja8","Gja8",0,0.714218541487451,0.714218541487451,0.714218541487451,0
"Gjb1","Gjb1",0,0.694010216864687,0.694010216864687,0.694010216864687,0
"Gjb2","Gjb2",0,0.702288249922346,0.702288249922346,0.702288249922346,0
"Gjb3","Gjb3",0,0.717677896086138,0.717677896086138,0.717677896086138,0
"Gjb4","Gjb4",0,0.650416753524957,0.650416753524957,0.650416753524957,0
"Gjb5","Gjb5",0,0.661497542436552,0.661497542436552,0.661497542436552,0
"Gjb6","Gjb6",0,0.665,0.665,0.665,0
"Gjc1","Gjc1",0.000162052307788224,0.681295049609513,0.681295049609513,0.681295049609513,0.000110405435073914
"Gjc2","Gjc2",0,0.677713022958306,0.677713022958306,0.677713022958306,0
"Gjc3","Gjc3",0,0.718473918432642,0.718473918432642,0.718473918432642,0
"Gjd2","Gjd2",0,0.669316247627131,0.669316247627131,0.669316247627131,0
"Gjd3","Gjd3",0,0.697665162176076,0.697665162176076,0.697665162176076,0
"Gjd4","Gjd4",0,0.649057686571687,0.649057686571687,0.649057686571687,0
"Gje1","Gje1",0,0.663808569055815,0.663808569055815,0.663808569055815,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Gria1",0,0.706644442575008,0.773634188430323,0.739381024804069,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Gria2",0,0.706644442575008,0.679064270723425,0.692717108968704,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Gria3",0,0.706644442575008,0.80356845634271,0.753549722250068,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Gria4",0,0.706644442575008,0.799482471802818,0.751631455991294,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grik1",0,0.706644442575008,0.801694604256669,0.752670603079691,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grik2",0,0.706644442575008,0.825946273986733,0.763970120082101,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grik3",0,0.706644442575008,0.79227539497761,0.748235928601299,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grik4",0,0.706644442575008,0.793463793943611,0.74879688859846,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grik5",0,0.706644442575008,0.70295285079944,0.704796229707341,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin1",0,0.706644442575008,0.620680775372148,0.662269296079681,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin2a",0,0.706644442575008,0.74550056952114,0.725812533915347,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin2b",0,0.706644442575008,0.720951920113515,0.713762332791523,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin2c",0,0.706644442575008,0.676111946317535,0.69120962769905,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin2d",0,0.706644442575008,0.724861754753897,0.715695138052516,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin3a",0,0.706644442575008,0.758407140068739,0.73206843309815,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grin3b",0,0.706644442575008,0.616054851087861,0.659796739036055,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm1",0,0.706644442575008,0.751170321281039,0.728567315325447,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm2",0,0.706644442575008,0.620837315381659,0.662352805276491,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm3",0,0.706644442575008,0.734272066572201,0.720325811824977,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm4",0,0.706644442575008,0.790686773985052,0.747485394274764,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm5",0,0.706644442575008,0.786139280394863,0.745332780428277,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm6",0,0.706644442575008,0.703658205829033,0.70514974340305,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm7",0,0.706644442575008,0.825109871618117,0.763583201290286,0
"Gls,Slc17a6,Slc17a7,Slc17a8","Grm8",0,0.706644442575008,0.807801206498512,0.755531755307188,0
"Shmt1,Shmt2,Slc32a1","Glra1",0,0.654853901871509,0.690055953847666,0.672224541270854,0
"Shmt1,Shmt2,Slc32a1","Glra2",0,0.654853901871509,0.760951562294406,0.705912246461069,0
"Shmt1,Shmt2,Slc32a1","Glra3",0,0.654853901871509,0.706319597130674,0.680100098624706,0
"Shmt1,Shmt2,Slc32a1","Glra4",0,0.654853901871509,0.630300935811858,0.642460136638577,0
"Shmt1,Shmt2,Slc32a1","Glrb",0,0.654853901871509,0.622295802627572,0.63836731939294,0
"Shmt1,Shmt2,Slc32a1","Slc6a5",0,0.654853901871509,0.708073090666885,0.680943776117697,0
"Shmt1,Shmt2,Slc32a1","Slc6a9",0,0.654853901871509,0.700409099933784,0.677248574747817,0
"Grp","Grpr",0,0.670970500858587,0.699194666169957,0.684937220011958,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adra1a",0,0.679727895266709,0.634148567511042,0.656542817400876,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adra1b",0,0.679727895266709,0.662910518359266,0.671266542734335,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adra1d",0,0.679727895266709,0.751552218522399,0.714738419059208,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adra2a",0,0.679727895266709,0.645833111133668,0.662563794154524,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adra2b",0,0.679727895266709,0.665,0.672323620254682,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adra2c",0,0.679727895266709,0.640988598275164,0.660074110078206,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adrb1",0,0.679727895266709,0.676275284813029,0.677999392305668,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adrb2",0,0.679727895266709,0.661621619589298,0.670613652520127,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Adrb3",0,0.679727895266709,0.624937556068067,0.65175723214957,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Comt",0,0.679727895266709,0.678335487172337,0.679031334314088,0
"Th,Ddc,Dbh,Slc18a1,Slc18a2","Slc6a2",0,0.679727895266709,0.671127610557453,0.675414064244737,0
"Nos1,Nos2,Nos3","Gucy1a1",0.000250521403270543,0.69956282277061,0.813855123537966,0.754548068414825,0.000189030440934359
"Nos1,Nos2,Nos3","Gucy1a2",0.000616415025858686,0.69956282277061,0.781546991818324,0.73941951537967,0.000455789299693176
"Nos1,Nos2,Nos3","Gucy1b1",0,0.69956282277061,0.665,0.68206251703378,0
"Nos1,Nos2,Nos3","Gucy1b2",0,0.69956282277061,0.653371436697508,0.676072752426688,0
"Nmb","Nmbr",0,0.627249627675069,0.694036115274204,0.659798374428731,0
"Npy","Npy1r",0,0.770324028356026,0.636441120435251,0.700189894032401,0
"Npy","Npy2r",0.000303909038620283,0.770324028356026,0.728025799029428,0.748876335756087,0.000227590287245112
"Npy","Npy5r",0,0.770324028356026,0.601645683314847,0.680780527346447,0
"Nrxn1","Nlgn1",0.000639779700695621,0.844152370250995,0.799201387472542,0.821369433046318,0.000525495490034905
"Nrxn1","Nlgn2",0,0.844152370250995,0.659037513982823,0.745874037296462,0
"Nrxn1","Nlgn3",0,0.844152370250995,0.700262559341578,0.76884868424562,0
"Nrxn2","Nlgn1",0,0.741472811132095,0.799201387472542,0.76979614147509,0
"Nrxn2","Nlgn2",0,0.741472811132095,0.659037513982823,0.699041056114983,0
"Nrxn2","Nlgn3",0,0.741472811132095,0.700262559341578,0.720573138831552,0
"Nrxn3","Nlgn1",0.0032053559244499,0.791801363217464,0.799201387472542,0.795492770605772,0.00254983746511828
"Nrxn3","Nlgn2",0,0.791801363217464,0.659037513982823,0.722375803846618,0
"Nrxn3","Nlgn3",0,0.791801363217464,0.700262559341578,0.744626650810198,0
"Nts","Ntsr1",0.000685095816926732,0.799520627508091,0.761956653097328,0.780512691388385,0.000534725979928408
"Nts","Ntsr2",0,0.799520627508091,0.723637460903924,0.760633339283959,0
"Pdyn","Oprd1",0,0.634998257694393,0.628892761778812,0.631938136217589,0
"Pdyn","Oprk1",0,0.634998257694393,0.690558844499415,0.66219609111847,0
"Pdyn","Oprm1",0,0.634998257694393,0.77959963800701,0.703593925381417,0
"Penk","Oprd1",0,0.677219597615618,0.628892761778812,0.652608997084182,0
"Penk","Oprm1",0,0.677219597615618,0.77959963800701,0.726608665756464,0
"Pnoc","Oprl1",0,0.66759156396477,0.695207698640354,0.681259711722088,0
"Pthlh","Pth1r",0,0.642790628078259,0.673673508314013,0.658050923203401,0
"Rln1","Rxfp1",0,0.681408864913697,0.729051457695851,0.704827728067083,0
"Rln1","Rxfp2",0,0.681408864913697,0.647773663746374,0.66437844406212,0
"Rln1","Rxfp3",0,0.681408864913697,0.718618219474263,0.699766264718627,0
"Sst","Sstr1",0,0.726923319583509,0.718387932579948,0.722643024390155,0
"Sst","Sstr2",0,0.726923319583509,0.707903061490354,0.717350153970777,0
"Sst","Sstr3",0,0.726923319583509,0.726015896180082,0.726469466200488,0
"Sst","Sstr4",0,0.726923319583509,0.686833512916516,0.706594153110876,0
"Tac1","Tacr1",9.02626885711045e-05,0.649566105888667,0.686190871598332,0.667627390361179,6.02618432177103e-05
"Tac2","Tacr3",0,0.718088537492423,0.627152432034394,0.671081941870286,0
"Trh","Trhr",0,0.691307176715668,0.702307225675267,0.696785494516485,0
"Trh","Trhr2",0,0.691307176715668,0.649284568185124,0.669966478054768,0
"Vip","Vipr1",0,0.698675854691156,0.697763135073108,0.698219345742571,0
"Vip","Vipr2",0,0.698675854691156,0.695099674420282,0.696885470591212,0
